Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM, Storage,GPU,Operating System,Operating System Version,Weight,Price (Euros),file_path
toshiba,tecra z40-c-161,ultrabook,"14.0""",ips panel full hd 1920x1080,intel core i7 6600u 2.6ghz,16gb,512gb ssd,nvidia geforce 930m,windows,10,1.47kg,"1764,00",./data/toshiba.jpg
lenovo,ideapad 110-15ibr,notebook,"15.6""",1366x768,intel celeron quad core n3710 1.6ghz,8gb,1tb hdd,intel hd graphics 405,no os,,2.2kg,"329,00",./data/lenovo.jpg
lenovo,thinkpad t470s,ultrabook,"14.0""",full hd 1920x1080,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows,10,1.7kg,"2299,00",./data/lenovo.jpg
msi,gs43vr 7re,gaming,"14.0""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,1.6kg,"1891,00",./data/msi.jpg
msi,gl62m (i5-7300hq/8gb/1tb,gaming,"15.6""",full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,10,2.2kg,"1089,00",./data/msi.jpg
lenovo,legion y520-15ikbn,gaming,"15.6""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,4gb,1tb hdd,nvidia geforce gtx 1050,windows,10,2.4kg,"999,00",./data/lenovo.jpg
acer,predator g9-793,gaming,"17.3""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,4.2kg,"2299,00",./data/default.jpg
dell,inspiron 7567,gaming,"15.6""",full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,256gb ssd,nvidia geforce gtx 1050,windows,10,2.62kg,"985,00",./data/dell.jpg
asus,fx502vm-dm560t (i7-7700hq/8gb/1tb,gaming,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx1060,windows,10,2.24kg,"1339,00",./data/default.jpg
vero,k146 (n3350/4gb/32gb/w10),notebook,"14.0""",1920x1080,intel celeron dual core n3350 1.1ghz,4gb,32gb flash storage,intel hd graphics 500,windows,10,1.22kg,"202,90",./data/default.jpg
lenovo,thinkpad yoga,2 in 1 convertible,"13.3""",ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8gb,512gb ssd,intel hd graphics 620,windows,10,1.37kg,"1970,00",./data/lenovo.jpg
lenovo,yoga 510-15ikb,2 in 1 convertible,"15.6""",full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,amd radeon r7 m460,windows,10,2.08kg,"959,00",./data/lenovo.jpg
apple,"macbook 12""",ultrabook,"12.0""",ips panel retina display 2304x1440,intel core m 1.2ghz,8gb,512gb flash storage,intel hd graphics 5300,mac os,x,0.920kg,"1165,00",./data/apple.jpg
lenovo,thinkpad x1,2 in 1 convertible,"14.0""",ips panel touchscreen 2560x1440,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.42kg,"2330,00",./data/lenovo.jpg
asus,r417na-rs01 (n3350/4gb/32gb/w10),notebook,"14.0""",1366x768,intel celeron dual core n3350 1.1ghz,4gb,32gb flash storage,intel hd graphics 500,windows,10,1.63kg,"299,00",./data/default.jpg
dell,latitude 3580,notebook,"15.6""",1366x768,intel core i5 7200u 2.5ghz,8gb,128gb ssd,intel hd graphics 620,windows,10,1.95kg,"810,00",./data/dell.jpg
lenovo,yoga 910-13ikb,2 in 1 convertible,"13.9""",ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.38kg,"1349,00",./data/lenovo.jpg
dell,vostro 5568,notebook,"15.6""",full hd 1920x1080,intel core i3 6006u 2ghz,8gb,256gb ssd,amd radeon r5 m420x,windows,10,2kg,"739,00",./data/dell.jpg
hp,zbook 17,workstation,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,256gb ssd,nvidia quadro m2200,windows,10,3.14kg,"2064,90",./data/hp.jpg
asus,pro p2540ua-xs51,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,2.37kg,"1099,00",./data/default.jpg
dell,xps 13,ultrabook,"13.3""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.29kg,"1499,00",./data/dell.jpg
dell,xps 15,notebook,"15.6""",4k ultra hd / touchscreen 3840x2160,intel core i5 7300hq 2.5ghz,8gb,256gb ssd,nvidia geforce gtx 1050,windows,10,2.06kg,"1749,00",./data/dell.jpg
dell,latitude 3180,netbook,"11.6""",1366x768,intel pentium quad core n4200 1.1ghz,4gb,128gb ssd,intel hd graphics 505,windows,10,1.63kg,"744,00",./data/dell.jpg
hp,elitebook 820,netbook,"12.5""",1366x768,intel core i5 7300u 2.6ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.26kg,"1389,00",./data/hp.jpg
toshiba,satellite pro,notebook,"15.6""",1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows,10,2.1kg,"780,00",./data/toshiba.jpg
hp,15-ba043na (a12-9700p/8gb/2tb/w10),notebook,"15.6""",1366x768,amd a12-series 9700p 2.5ghz,8gb,2tb hdd,amd radeon r7 graphics,windows,10,2.04kg,"629,00",./data/hp.jpg
dell,inspiron 7567,gaming,"15.6""",4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,16gb,512gb ssd,nvidia geforce gtx 1050 ti,windows,10,2.62kg,"1679,00",./data/dell.jpg
lenovo,ideapad 310-15ikb,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,1tb hdd,nvidia geforce 920m,windows,10,2.4kg,"609,00",./data/lenovo.jpg
hp,omen 17-an012dx,gaming,"17.3""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,12gb,1tb hdd,amd radeon rx 580,windows,10,3.74kg,"1749,00",./data/hp.jpg
msi,ge72mvr 7rg,gaming,"17.3""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,512gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,10,2.9kg,"2415,00",./data/msi.jpg
samsung,notebook 9,ultrabook,"13.3""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,0.81kg,"1499,00",./data/default.jpg
dell,vostro 5568,notebook,"15.6""",full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,nvidia geforce gt 940mx,windows,10,1.98kg,"961,00",./data/dell.jpg
dell,vostro 3568,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,amd radeon r5 m420,windows,10,2.18kg,"789,81",./data/dell.jpg
lenovo,thinkpad t470s,ultrabook,"14.0""",full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.32kg,"1859,00",./data/lenovo.jpg
razer,blade stealth,ultrabook,"12.5""",ips panel 4k ultra hd / touchscreen 3840x2160,intel core i7 7500u 2.5ghz,16gb,512gb ssd,intel hd graphics 620,windows,10,1.29kg,"1799,00",./data/default.jpg
hp,chromebook 11,netbook,"11.6""",1366x768,intel celeron dual core n3060 1.6ghz,4gb,16gb flash storage,intel hd graphics 400,chrome os,,1.23kg,"385,00",./data/hp.jpg
dell,alienware 17,gaming,"17.3""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,4.36kg,"2505,02",./data/dell.jpg
dell,latitude 3480,notebook,"14.0""",1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows,10,1.76kg,"755,00",./data/dell.jpg
lenovo,v110-15isk (i3-6006u/4gb/500gb/w10),notebook,"15.6""",1366x768,intel core i3 6006u 2ghz,4gb,500gb hdd,intel hd graphics 520,windows,10,2.1kg,"489,90",./data/lenovo.jpg
toshiba,tecra x40-d-10z,ultrabook,"14.0""",1366x768,intel core i5 7200u 2.5ghz,4gb,128gb ssd,intel hd graphics 620,windows,10,1.25kg,"1090,00",./data/toshiba.jpg
lenovo,thinkpad x1,ultrabook,"14.0""",ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,512gb ssd,intel hd graphics 620,windows,10,1.13kg,"2499,00",./data/lenovo.jpg
msi,gl62m 7rd,gaming,"15.6""",full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,256gb ssd,nvidia geforce gtx 1050,windows,10,2.4kg,"1199,00",./data/msi.jpg
lenovo,thinkpad x1,ultrabook,"14.0""",ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb flash storage,intel hd graphics 620,windows,10,1.13kg,"1875,00",./data/lenovo.jpg
toshiba,satellite pro,notebook,"14.0""",1366x768,intel pentium dual core 4405u 2.1ghz,4gb,128gb ssd,intel hd graphics 510,windows,10,1.75kg,"499,00",./data/toshiba.jpg
asus,zenbook flip,2 in 1 convertible,"13.3""",touchscreen / full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.1kg,"1358,00",./data/default.jpg
dell,latitude 3480,notebook,"14.0""",1366x768,intel core i3 6006u 2ghz,4gb,500gb hdd,intel hd graphics 520,windows,10,1.76kg,"585,00",./data/dell.jpg
acer,chromebook 11,netbook,"11.6""",ips panel 1366x768,intel celeron dual core n3060 1.6ghz,4gb,32gb flash storage,intel hd graphics 400,chrome os,,1.35kg,"355,00",./data/default.jpg
acer,swift 3,notebook,"14.0""",ips panel full hd 1920x1080,intel core i3 7100u 2.4ghz,8gb,128gb ssd,intel hd graphics 620,windows,10,1.5kg,"619,00",./data/default.jpg
razer,blade pro,gaming,"17.3""",4k ultra hd / touchscreen 3840x2160,intel core i7 7820hk 2.9ghz,32gb,512gb ssd,nvidia geforce gtx 1080,windows,10,3.49kg,"5499,00",./data/default.jpg
lenovo,thinkpad x1,ultrabook,"14.0""",ips panel quad hd+ 2560x1440,intel core i7 6600u 2.6ghz,16gb,512gb ssd,intel hd graphics 520,windows,10,1.1kg,"2099,00",./data/lenovo.jpg
asus,vivobook max,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,1tb hdd,nvidia geforce 920,linux,,2.1kg,"519,00",./data/default.jpg
lenovo,thinkpad t460,notebook,"14.0""",full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows,10,1.7kg,"1186,00",./data/lenovo.jpg
lenovo,thinkpad t470s,notebook,"14.0""",ips panel full hd 1920x1080,intel core i5 7300u 2.6ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.32kg,"1650,00",./data/lenovo.jpg
dell,alienware 15,gaming,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,10,3.21kg,"2774,63",./data/dell.jpg
asus,rog gl702vs-ba023t,gaming,"17.3""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,10,2.9kg,"2419,00",./data/default.jpg
toshiba,satellite pro,notebook,"15.6""",1366x768,intel core i3 7100u 2.4ghz,4gb,500gb hdd,intel hd graphics 620,windows,10,2.0kg,"669,00",./data/toshiba.jpg
lenovo,n42-20 chromebook,notebook,"14.0""",1366x768,intel celeron quad core n3160 1.6ghz,4gb,16gb flash storage,intel hd graphics 400,chrome os,,1.5kg,"325,00",./data/lenovo.jpg
asus,r558ua-dm966t (i5-7200u/8gb/128gb/fhd/w10),notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,128gb hdd,intel hd graphics 620,windows,10,2.3kg,"590,00",./data/default.jpg
asus,rog gl702vm-gc017t,gaming,"17.3""",full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,512gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,2.73kg,"1799,00",./data/default.jpg
dell,alienware 17,gaming,"17.3""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,32gb,512gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,10,4.42kg,"3072,89",./data/dell.jpg
hp,probook 470,notebook,"17.3""",1600x900,intel core i5 7200u 2.5ghz,8gb,1tb hdd,nvidia geforce 930mx,windows,10,2.63kg,"910,00",./data/hp.jpg
dell,vostro 3568,notebook,"15.6""",1366x768,intel core i5 7200u 2.5ghz,8gb,128gb ssd,intel hd graphics 620,windows,10,2.18kg,"713,99",./data/dell.jpg
hp,elitebook 840,ultrabook,"14.0""",full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,512gb ssd,intel hd graphics 520,windows,7,1.54kg,"1870,00",./data/hp.jpg
dell,vostro 3568,notebook,"15.6""",full hd 1920x1080,intel core i7 7500u 2.7ghz,4gb,256gb ssd,amd radeon r5 m420,windows,10,2.18kg,"739,00",./data/dell.jpg
hp,chromebook x360,2 in 1 convertible,"11.6""",touchscreen 1366x768,intel celeron dual core n3350 1.1ghz,4gb,32gb flash storage,intel hd graphics 500,chrome os,,1.4kg,"615,00",./data/hp.jpg
asus,zenbook ux310uq-gl026t,ultrabook,"13.3""",ips panel full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,512gb ssd,nvidia geforce 940m,windows,10,1.45kg,"1026,00",./data/default.jpg
hp,elitebook x360,2 in 1 convertible,"13.3""",full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.28kg,"2277,00",./data/hp.jpg
hp,elitebook 840,ultrabook,"14.0""",full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,512gb ssd,intel hd graphics 520,windows,10,1.54kg,"1468,00",./data/hp.jpg
hp,250 g6,notebook,"15.6""",1366x768,intel celeron dual core n3060 1.6ghz,4gb,128gb ssd,intel hd graphics 400,no os,,1.86kg,"299,00",./data/hp.jpg
asus,rog gl502vm-ds74,gaming,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,2.1kg,"1899,00",./data/default.jpg
dell,inspiron 5767,notebook,"17.3""",full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,amd radeon r7 m445,linux,,2.83kg,"865,00",./data/dell.jpg
lenovo,thinkpad t470p,ultrabook,"14.0""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,256gb ssd,nvidia geforce gt 940mx,windows,10,1.96kg,"1903,00",./data/lenovo.jpg
asus,k556ur-dm621t (i7-7500u/8gb/256gb/geforce,notebook,"15.6""",ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,nvidia geforce gtx 930mx,windows,10,2.3kg,"787,00",./data/default.jpg
dell,latitude 5580,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,128gb ssd,intel hd graphics 620,windows,10,1.9kg,"945,00",./data/dell.jpg
asus,x541na (n4200/4gb/1tb/w10),notebook,"15.6""",1366x768,intel pentium quad core n4200 1.1ghz,4gb,1tb hdd,intel hd graphics 505,windows,10,2kg,"449,00",./data/default.jpg
hp,elitebook x360,2 in 1 convertible,"13.3""",full hd / touchscreen 1920x1080,intel core i7 7600u 2.8ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.28kg,"2559,00",./data/hp.jpg
dell,inspiron 5368,notebook,"13.3""",full hd / touchscreen 1920x1080,intel core i5 6200u 2.3ghz,8gb,1tb hdd,intel hd graphics 520,windows,10,1.62kg,"649,00",./data/dell.jpg
lenovo,ideapad 110-15isk,notebook,"15.6""",full hd 1920x1080,intel core i3 6006u 2.0ghz,4gb,1tb hdd,intel hd graphics 520,no os,,2.2kg,"469,00",./data/lenovo.jpg
lenovo,thinkpad e570,notebook,"15.6""",ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,windows,10,2.3kg,"850,66",./data/lenovo.jpg
hp,elitebook 850,notebook,"15.6""",full hd 1920x1080,intel core i5 7300u 2.6ghz,8gb,256gb ssd,amd radeon r7 m465,windows,10,1.84kg,"1349,00",./data/hp.jpg
toshiba,portege x30-d-10x,notebook,"13.3""",full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,128gb ssd,intel hd graphics 620,windows,10,1.05kg,"1285,00",./data/toshiba.jpg
lenovo,legion y520-15ikbn,gaming,"15.6""",ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,1tb hdd,nvidia geforce gtx 1050,no os,,2.5kg,"1017,00",./data/lenovo.jpg
dell,xps 13,ultrabook,"13.3""",quad hd+ / touchscreen 3200x1800,intel core i7 7660u 2.5ghz,16gb,512gb ssd,intel iris plus graphics 640,windows,10,1.29kg,"2240,00",./data/dell.jpg
hp,probook 450,notebook,"15.6""",full hd 1920x1080,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows,10,2.07kg,"910,00",./data/hp.jpg
toshiba,portégé z30-c-188,ultrabook,"13.3""",1366x768,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows,10,1.2kg,"1095,00",./data/toshiba.jpg
lenovo,thinkpad yoga,2 in 1 convertible,"13.3""",ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.37kg,"1950,00",./data/lenovo.jpg
acer,tmx349-g2-m-50fs (i5-7200u/8gb/256gb/fhd/w10),notebook,"14.0""",ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.56kg,"902,00",./data/default.jpg
dell,precision 3520,workstation,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1tb hdd,nvidia quadro m620,windows,10,2.23kg,"1778,00",./data/dell.jpg
lenovo,thinkpad l570,notebook,"15.6""",1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows,10,2.38kg,"1055,00",./data/lenovo.jpg
lenovo,ideapad 110-15isk,notebook,"15.6""",full hd 1920x1080,intel core i3 6006u 2ghz,4gb,1tb hdd,amd radeon r5 m430,no os,,2.2kg,"479,00",./data/lenovo.jpg
toshiba,tecra a50-d-11d,notebook,"15.6""",ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,2.0kg,"1388,00",./data/toshiba.jpg
lenovo,thinkpad 13,notebook,"13.3""",ips panel full hd 1920x1080,intel core i3 7100u 2.4ghz,4gb,1gb ssd,intel hd graphics 620,windows,10,1.44kg,"735,00",./data/lenovo.jpg
samsung,notebook 9,ultrabook,"15.0""",full hd 1920x1080,intel core i7 7500u 2.7ghz,16gb,256gb ssd,nvidia geforce 940mx,windows,10,1.23kg,"1849,00",./data/default.jpg
dell,latitude 7280,ultrabook,"12.5""",full hd 1920x1080,intel core i7 7600u 2.8ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.6kg,"1690,00",./data/dell.jpg
asus,x541na-go121 (n4200/4gb/1tb/linux),notebook,"15.6""",1366x768,intel pentium quad core n4200 1.1ghz,4gb,1tb hdd,intel hd graphics 505,linux,,2kg,"398,99",./data/default.jpg
xiaomi,mi notebook,ultrabook,"13.3""",ips panel full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,nvidia geforce 940mx,windows,10,1.28kg,"935,00",./data/xiaomi.jpg
dell,vostro 5568,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,128gb ssd +  1tb hdd,nvidia geforce 940mx,windows,10,2.18kg,"912,50",./data/dell.jpg
hp,probook 450,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,256gb ssd,intel hd graphics 620,windows,10,2.04kg,"839,00",./data/hp.jpg
hp,elitebook x360,2 in 1 convertible,"13.3""",full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,4gb,256gb ssd,intel hd graphics 620,windows,10,1.28kg,"1700,00",./data/hp.jpg
hp,pavilion x360,2 in 1 convertible,"15.6""",touchscreen 1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows,10,2.3kg,"684,80",./data/hp.jpg
asus,vivobook l402na,notebook,"14.1""",1366x768,intel celeron dual core n3350 1.1ghz,4gb,32gb flash storage,intel hd graphics 500,windows,10,1.65kg,"348,00",./data/default.jpg
lenovo,ideapad 510-15isk,notebook,"15.6""",ips panel full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,1tb hdd,nvidia geforce 940mx,windows,10,2.2kg,"669,00",./data/lenovo.jpg
dell,inspiron 3552,notebook,"15.6""",1366x768,intel pentium quad core n3710 1.6ghz,4gb,500gb hdd,intel hd graphics,windows,10,2.2kg,"369,00",./data/dell.jpg
hp,elitebook x360,2 in 1 convertible,"13.3""",full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,4gb,256gb ssd,intel hd graphics 620,windows,10,1.28kg,"1799,00",./data/hp.jpg
dell,vostro 3568,notebook,"15.6""",1366x768,intel core i3 6006u 2.0ghz,4gb,1tb hdd,amd radeon r5 m420x,linux,,2.18kg,"455,70",./data/dell.jpg
asus,rog gl753vd-gc082t,gaming,"17.3""",full hd 1920x1080,intel core i5 7300hq 2.5ghz,12gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,10,2.2kg,"1369,90",./data/default.jpg
acer,chromebook c731-c78g,netbook,"11.6""",ips panel 1366x768,intel celeron dual core n3060 1.6ghz,4gb,32gb flash storage,intel hd graphics 400,chrome os,,1.25kg,"297,00",./data/default.jpg
lenovo,ideapad 110-17acl,notebook,"17.3""",1600x900,amd a4-series 7210 2.2ghz,4gb,500gb hdd,amd radeon r3,windows,10,2.8kg,"379,00",./data/lenovo.jpg
hp,probook 640,notebook,"14.0""",full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,128gb ssd,intel hd graphics 620,windows,10,1.95kg,"1265,00",./data/hp.jpg
hp,envy x360,2 in 1 convertible,"13.3""",quad hd+ / touchscreen 3200x1800,intel core i7 7500u 2.7ghz,16gb,256gb ssd,intel hd graphics 620,windows,10,1.42kg,"1399,00",./data/hp.jpg
samsung,notebook 9,ultrabook,"15.0""",full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.17kg,"1699,00",./data/default.jpg
lenovo,thinkpad t470s,ultrabook,"14.0""",ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.32kg,"1799,00",./data/lenovo.jpg
msi,gs73vr stealth,gaming,"17.3""",ips panel 4k ultra hd 3840x2160,intel core i7 6700hq 2.6ghz,16gb,512gb ssd +  2tb hdd,nvidia geforce gtx 1060,windows,10,2.43kg,"2649,00",./data/msi.jpg
toshiba,portege x30-d-10v,notebook,"13.3""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.05kg,"1475,00",./data/toshiba.jpg
dell,inspiron 7567,gaming,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1tb hdd,nvidia geforce gtx 1050ti,linux,,2.62kg,"929,00",./data/dell.jpg
hp,probook 450,notebook,"15.6""",full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,nvidia geforce 930mx,windows,10,2.04kg,"900,00",./data/hp.jpg
dell,vostro 3568,notebook,"15.6""",1366x768,intel core i3 6006u 2.0ghz,4gb,1tb hdd,amd radeon r5 m420x,windows,10,2.18kg,"614,00",./data/dell.jpg
dell,latitude 5580,notebook,"15.6""",full hd 1920x1080,intel core i5 7300u 2.6ghz,8gb,500gb hdd,intel hd graphics 620,windows,10,1.9kg,"935,00",./data/dell.jpg
dell,xps 13,2 in 1 convertible,"13.3""",quad hd+ / touchscreen 3200x1800,intel core i7 7y75 1.3ghz,8gb,512gb ssd,intel hd graphics 615,windows,10,1.24kg,"2013,10",./data/dell.jpg
asus,g701vo-ih74k (i7-6820hk/32gb/2x,gaming,"17.3""",ips panel full hd 1920x1080,intel core i7 6820hk 2.7ghz,32gb,256gb ssd +  256gb ssd,nvidia geforce gtx 980m,windows,10,3.58kg,"1279,00",./data/default.jpg
dell,xps 13,2 in 1 convertible,"13.3""",full hd / touchscreen 1920x1080,intel core i7 7y75 1.3ghz,16gb,256gb ssd,intel hd graphics 615,windows,10,1.22kg,"1649,00",./data/dell.jpg
lenovo,thinkpad x1,ultrabook,"14.0""",ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb flash storage,intel hd graphics 620,windows,10,1.13kg,"2049,00",./data/lenovo.jpg
lenovo,thinkpad t570,notebook,"15.6""",ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,512gb ssd,intel hd graphics 620,windows,10,1.95kg,"1962,99",./data/lenovo.jpg
lg,gram 15z970,ultrabook,"15.6""",ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows,10,1.08kg,"2099,00",./data/default.jpg
hp,elitebook 820,netbook,"12.5""",full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,512gb ssd,intel hd graphics 620,windows,10,1.26kg,"1483,00",./data/hp.jpg
acer,chromebook cb5-571-c1dz,notebook,"15.6""",ips panel full hd 1920x1080,intel celeron dual core 3205u 1.5ghz,4gb,16gb flash storage,intel hd graphics,chrome os,,2.20kg,"359,00",./data/default.jpg
lenovo,ideapad y700-15isk,notebook,"15.6""",ips panel full hd 1920x1080,intel core i5 6300hq 2.3ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows,10,2.6kg,"789,00",./data/lenovo.jpg
lg,gram 14z970,ultrabook,"14.0""",ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8gb,512gb ssd,intel hd graphics 620,windows,10,0.98kg,"1899,00",./data/default.jpg
dell,latitude 5480,notebook,"14.0""",full hd 1920x1080,intel core i5 7440hq 2.8ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.6kg,"1205,00",./data/dell.jpg
